order_id,customer_id,product_id,quantity,unit_price,order_date,status,shipping_country
ORD-00828,CUST-1327,PROD-K11,1,54.99,2024-01-05,completed,MX
ORD-00829,CUST-1024,PROD-I9,1,34.99,2024-03-20,cancelled,US
ORD-00830,CUST-1059,PROD-K11,1,54.99,2024-01-03,pending,JP
ORD-00831,CUST-1242,PROD-G7,2,49.95,2024-01-16,completed,CA
ORD-00832,CUST-1154,PROD-L12,2,149.0,2024-03-28,pending,SE
ORD-00833,CUST-1318,PROD-B2,2,149.99,2024-03-25,shipped,BR
ORD-00834,CUST-1053,PROD-C3,4,9.99,2024-02-23,shipped,BR
ORD-00835,CUST-1401,PROD-J10,1,12.99,2024-01-16,completed,JP
ORD-00836,CUST-1134,PROD-D4,1,74.5,2024-03-18,shipped,CA
ORD-00837,CUST-1020,PROD-F6,1,39.99,2024-02-22,shipped,JP
ORD-00838,CUST-1246,PROD-O15,3,19.99,2024-01-27,completed,CA
ORD-00839,CUST-1464,PROD-A1,3,29.99,2024-01-02,completed,NL
ORD-00840,CUST-1046,PROD-K11,1,54.99,2024-03-04,shipped,US
ORD-00841,CUST-1329,PROD-L12,5,149.0,2024-01-13,completed,JP
ORD-00842,CUST-1051,PROD-E5,2,199.99,2024-02-03,completed,US
ORD-00843,CUST-1346,PROD-N14,1,14.99,2024-02-07,completed,FR
ORD-00844,CUST-1388,PROD-L12,1,149.0,2024-01-15,completed,US
ORD-00845,CUST-1087,PROD-N14,3,14.99,2024-01-18,completed,DE
ORD-00846,CUST-1137,PROD-O15,6,19.99,2024-02-26,completed,DE
ORD-00847,CUST-1205,PROD-N14,1,14.99,2024-02-13,pending,JP
ORD-00848,CUST-1244,PROD-E5,3,199.99,2024-02-19,pending,SE
ORD-00849,CUST-1356,PROD-O15,1,19.99,2024-01-22,completed,US
ORD-00850,CUST-1247,PROD-B2,5,149.99,2024-02-23,shipped,SE
ORD-00851,CUST-1398,PROD-H8,2,59.99,2024-01-24,completed,NL
ORD-00852,CUST-1372,PROD-A1,4,29.99,2024-03-28,completed,JP
ORD-00853,CUST-1210,PROD-O15,1,19.99,2024-03-03,pending,US
ORD-00854,CUST-1006,PROD-B2,3,149.99,2024-02-03,cancelled,AU
ORD-00855,CUST-1114,PROD-M13,3,89.99,2024-03-14,cancelled,DE
ORD-00856,CUST-1316,PROD-I9,3,34.99,2024-03-07,completed,FR
ORD-00857,CUST-1339,PROD-K11,2,54.99,2024-02-01,cancelled,SE
ORD-00858,CUST-1285,PROD-G7,4,49.95,2024-01-20,shipped,US
ORD-00859,CUST-1258,PROD-A1,6,29.99,2024-03-23,pending,JP
ORD-00860,CUST-1251,PROD-N14,1,14.99,2024-01-22,completed,CA
ORD-00861,CUST-1114,PROD-F6,1,39.99,2024-02-05,shipped,SE
ORD-00862,CUST-1040,PROD-G7,4,49.95,2024-02-21,pending,JP
ORD-00863,CUST-1438,PROD-M13,2,89.99,2024-03-14,pending,JP
ORD-00864,CUST-1381,PROD-F6,10,39.99,2024-01-16,cancelled,US
ORD-00865,CUST-1285,PROD-B2,2,149.99,2024-02-21,shipped,US
ORD-00866,CUST-1493,PROD-N14,3,14.99,2024-01-12,shipped,SE
ORD-00867,CUST-1335,PROD-E5,2,199.99,2024-03-06,cancelled,JP
ORD-00868,CUST-1418,PROD-F6,4,39.99,2024-02-16,completed,JP
ORD-00869,CUST-1307,PROD-F6,3,39.99,2024-03-12,pending,BR
ORD-00870,CUST-1058,PROD-K11,3,54.99,2024-02-16,completed,MX
ORD-00871,CUST-1181,PROD-K11,1,54.99,2024-01-29,cancelled,MX
ORD-00872,CUST-1359,PROD-E5,2,199.99,2024-03-11,completed,US
ORD-00873,CUST-1420,PROD-O15,2,19.99,2024-01-22,pending,US
ORD-00874,CUST-1061,PROD-E5,1,199.99,2024-03-19,pending,CA
ORD-00875,CUST-1055,PROD-H8,3,59.99,2024-01-25,pending,US
ORD-00876,CUST-1301,PROD-O15,4,19.99,2024-03-22,completed,MX
ORD-00877,CUST-1301,PROD-O15,2,19.99,2024-02-27,shipped,US
ORD-00878,CUST-1024,PROD-H8,2,59.99,2024-01-01,shipped,FR
ORD-00879,CUST-1260,PROD-N14,2,14.99,2024-03-15,completed,BR
ORD-00880,CUST-1065,PROD-J10,3,12.99,2024-01-23,completed,FR
ORD-00881,CUST-1164,PROD-K11,2,54.99,2024-03-17,shipped,FR
ORD-00882,CUST-1390,PROD-G7,5,49.95,2024-03-18,completed,UK
ORD-00883,CUST-1231,PROD-G7,8,49.95,2024-02-13,completed,US
ORD-00884,CUST-1383,PROD-G7,3,49.95,2024-03-18,shipped,UK
ORD-00885,CUST-1160,PROD-N14,2,14.99,2024-03-30,shipped,SE
ORD-00886,CUST-1365,PROD-D4,1,74.5,2024-01-26,completed,SE
ORD-00887,CUST-1363,PROD-F6,1,39.99,2024-03-27,cancelled,US
ORD-00888,CUST-1165,PROD-I9,3,34.99,2024-03-10,completed,MX
ORD-00889,CUST-1292,PROD-F6,2,39.99,2024-03-12,cancelled,BR
ORD-00890,CUST-1430,PROD-G7,3,49.95,2024-03-27,shipped,UK
ORD-00891,CUST-1267,PROD-O15,4,19.99,2024-02-24,completed,US
ORD-00892,CUST-1028,PROD-G7,1,49.95,2024-01-19,completed,UK
ORD-00893,CUST-1349,PROD-M13,10,89.99,2024-01-21,completed,US
ORD-00894,CUST-1151,PROD-N14,3,14.99,2024-01-08,completed,MX
ORD-00895,CUST-1231,PROD-I9,1,34.99,2024-01-05,completed,NL
ORD-00896,CUST-1442,PROD-N14,3,14.99,2024-03-27,completed,BR
ORD-00897,CUST-1261,PROD-K11,1,54.99,2024-03-12,completed,BR
ORD-00898,CUST-1198,PROD-K11,5,54.99,2024-01-07,pending,MX
ORD-00899,CUST-1027,PROD-K11,8,54.99,2024-02-10,completed,BR
ORD-00900,CUST-1399,PROD-E5,2,199.99,2024-01-26,pending,CA
ORD-00901,CUST-1331,PROD-O15,3,19.99,2024-03-22,completed,MX
ORD-00902,CUST-1100,PROD-J10,3,12.99,2024-03-10,completed,UK
ORD-00903,CUST-1038,PROD-H8,10,59.99,2024-01-23,completed,US
ORD-00904,CUST-1020,PROD-L12,1,149.0,2024-03-06,pending,UK
ORD-00905,CUST-1299,PROD-I9,1,34.99,2024-02-03,completed,US
ORD-00906,CUST-1079,PROD-F6,3,39.99,2024-02-29,completed,US
ORD-00907,CUST-1396,PROD-O15,2,19.99,2024-02-11,cancelled,NL
ORD-00908,CUST-1404,PROD-N14,1,14.99,2024-03-25,shipped,AU
ORD-00909,CUST-1162,PROD-F6,3,39.99,2024-01-10,shipped,CA
ORD-00910,CUST-1258,PROD-C3,1,9.99,2024-03-07,completed,FR
ORD-00911,CUST-1178,PROD-I9,2,34.99,2024-03-09,completed,CA
ORD-00912,CUST-1150,PROD-K11,1,54.99,2024-02-12,completed,MX
ORD-00913,CUST-1287,PROD-J10,2,12.99,2024-03-08,cancelled,US
ORD-00914,CUST-1123,PROD-B2,1,149.99,2024-03-26,cancelled,NL
ORD-00915,CUST-1020,PROD-O15,1,19.99,2024-03-20,cancelled,DE
ORD-00916,CUST-1276,PROD-G7,1,49.95,2024-01-15,completed,US
ORD-00917,CUST-1191,PROD-O15,4,19.99,2024-03-07,shipped,MX
ORD-00918,CUST-1151,PROD-I9,2,34.99,2024-02-27,cancelled,CA
ORD-00919,CUST-1049,PROD-F6,1,39.99,2024-03-06,completed,MX
ORD-00920,CUST-1033,PROD-I9,1,34.99,2024-03-09,completed,SE
ORD-00921,CUST-1217,PROD-K11,4,54.99,2024-01-28,completed,CA
ORD-00922,CUST-1379,PROD-I9,4,34.99,2024-03-30,pending,SE
ORD-00923,CUST-1078,PROD-N14,3,14.99,2024-01-10,completed,JP
ORD-00924,CUST-1037,PROD-L12,1,149.0,2024-02-12,completed,US
ORD-00925,CUST-1294,PROD-M13,2,89.99,2024-02-02,completed,UK
ORD-00926,CUST-1207,PROD-G7,2,49.95,2024-02-19,pending,DE
ORD-00927,CUST-1273,PROD-A1,3,29.99,2024-02-19,completed,SE
ORD-00928,CUST-1381,PROD-L12,1,149.0,2024-03-20,shipped,US
ORD-00929,CUST-1257,PROD-L12,1,149.0,2024-01-10,completed,UK
ORD-00930,CUST-1044,PROD-M13,1,89.99,2024-03-28,completed,MX
ORD-00931,CUST-1420,PROD-O15,1,19.99,2024-02-26,cancelled,US
ORD-00932,CUST-1069,PROD-H8,2,59.99,2024-01-21,pending,MX
ORD-00933,CUST-1324,PROD-M13,1,89.99,2024-03-10,completed,UK
ORD-00934,CUST-1486,PROD-K11,1,54.99,2024-03-23,completed,AU
ORD-00935,CUST-1021,PROD-N14,1,14.99,2024-03-12,completed,NL
ORD-00936,CUST-1484,PROD-J10,2,12.99,2024-02-20,completed,UK
ORD-00937,CUST-1463,PROD-D4,1,74.5,2024-02-14,cancelled,AU
ORD-00938,CUST-1315,PROD-C3,1,9.99,2024-01-21,completed,CA
ORD-00939,CUST-1290,PROD-B2,3,149.99,2024-01-24,completed,MX
ORD-00940,CUST-1281,PROD-O15,2,19.99,2024-03-11,completed,UK
ORD-00941,CUST-1101,PROD-K11,1,54.99,2024-01-09,shipped,JP
ORD-00942,CUST-1335,PROD-F6,1,39.99,2024-02-15,completed,US
ORD-00943,CUST-1099,PROD-E5,1,199.99,2024-03-20,completed,JP
ORD-00944,CUST-1156,PROD-H8,2,59.99,2024-02-12,shipped,US
ORD-00945,CUST-1161,PROD-J10,1,12.99,2024-03-13,pending,US
ORD-00946,CUST-1113,PROD-A1,1,29.99,2024-02-10,cancelled,FR
ORD-00947,CUST-1375,PROD-E5,1,199.99,2024-02-16,completed,JP
ORD-00948,CUST-1156,PROD-H8,1,59.99,2024-02-27,pending,AU
ORD-00949,CUST-1041,PROD-B2,2,149.99,2024-01-23,completed,US
ORD-00950,CUST-1375,PROD-O15,1,19.99,2024-03-09,cancelled,US
ORD-00951,CUST-1434,PROD-L12,5,149.0,2024-01-10,shipped,SE
ORD-00952,CUST-1393,PROD-A1,2,29.99,2024-03-15,shipped,CA
ORD-00953,CUST-1278,PROD-O15,2,19.99,2024-01-05,shipped,JP
ORD-00954,CUST-1114,PROD-K11,1,54.99,2024-01-20,shipped,BR
ORD-00955,CUST-1256,PROD-N14,1,14.99,2024-02-07,shipped,US
ORD-00956,CUST-1339,PROD-G7,2,49.95,2024-02-16,completed,MX
ORD-00957,CUST-1263,PROD-J10,1,12.99,2024-03-28,completed,JP
ORD-00958,CUST-1289,PROD-C3,2,9.99,2024-01-23,cancelled,US
ORD-00959,CUST-1020,PROD-L12,6,149.0,2024-03-02,completed,MX
ORD-00960,CUST-1189,PROD-H8,1,59.99,2024-01-30,completed,US
ORD-00961,CUST-1405,PROD-K11,2,54.99,2024-01-27,completed,FR
ORD-00962,CUST-1020,PROD-H8,5,59.99,2024-02-28,cancelled,DE
ORD-00963,CUST-1140,PROD-B2,2,149.99,2024-03-07,completed,NL
ORD-00964,CUST-1334,PROD-I9,1,34.99,2024-03-13,pending,DE
ORD-00965,CUST-1039,PROD-J10,5,12.99,2024-03-24,shipped,UK
ORD-00966,CUST-1180,PROD-G7,2,49.95,2024-01-29,completed,JP
ORD-00967,CUST-1003,PROD-M13,5,89.99,2024-03-02,shipped,US
ORD-00968,CUST-1263,PROD-H8,1,59.99,2024-01-22,cancelled,UK
ORD-00969,CUST-1185,PROD-D4,1,74.5,2024-01-20,shipped,BR
ORD-00970,CUST-1212,PROD-N14,3,14.99,2024-01-16,completed,BR
ORD-00971,CUST-1245,PROD-B2,3,149.99,2024-03-02,completed,NL
ORD-00972,CUST-1011,PROD-C3,4,9.99,2024-03-23,completed,US
ORD-00973,CUST-1068,PROD-C3,2,9.99,2024-03-14,cancelled,AU
ORD-00974,CUST-1085,PROD-A1,1,29.99,2024-03-14,completed,US
ORD-00975,CUST-1288,PROD-I9,2,34.99,2024-02-21,cancelled,US
ORD-00976,CUST-1484,PROD-O15,4,19.99,2024-03-25,completed,CA
ORD-00977,CUST-1444,PROD-H8,10,59.99,2024-03-18,pending,US
ORD-00978,CUST-1406,PROD-D4,2,74.5,2024-02-22,shipped,MX
ORD-00979,CUST-1135,PROD-C3,3,9.99,2024-03-20,completed,BR
ORD-00980,CUST-1305,PROD-K11,5,54.99,2024-02-13,shipped,US
ORD-00981,CUST-1055,PROD-D4,1,74.5,2024-02-18,completed,CA
ORD-00982,CUST-1423,PROD-I9,3,34.99,2024-03-05,completed,NL
ORD-00983,CUST-1314,PROD-B2,2,149.99,2024-01-23,shipped,US
ORD-00984,CUST-1060,PROD-O15,2,19.99,2024-03-09,completed,JP
ORD-00985,CUST-1276,PROD-K11,5,54.99,2024-01-17,completed,MX
ORD-00986,CUST-1215,PROD-K11,2,54.99,2024-03-24,completed,US
ORD-00987,CUST-1480,PROD-L12,2,149.0,2024-03-08,pending,MX
ORD-00988,CUST-1411,PROD-M13,1,89.99,2024-02-18,shipped,US
ORD-00989,CUST-1392,PROD-G7,1,49.95,2024-01-18,completed,US
ORD-00990,CUST-1209,PROD-E5,4,199.99,2024-03-17,completed,CA
ORD-00991,CUST-1060,PROD-A1,2,29.99,2024-01-01,shipped,US
ORD-00992,CUST-1411,PROD-G7,1,49.95,2024-03-24,completed,FR
ORD-00993,CUST-1333,PROD-F6,1,39.99,2024-01-14,shipped,UK
ORD-00994,CUST-1187,PROD-E5,2,199.99,2024-03-09,shipped,UK
ORD-00995,CUST-1211,PROD-K11,3,54.99,2024-02-20,shipped,MX
ORD-00996,CUST-1286,PROD-I9,1,34.99,2024-03-02,shipped,JP
ORD-00997,CUST-1396,PROD-E5,2,199.99,2024-02-09,pending,BR
ORD-00998,CUST-1117,PROD-C3,1,9.99,2024-03-25,pending,MX
ORD-00999,CUST-1260,PROD-L12,1,149.0,2024-01-21,pending,MX
ORD-01000,CUST-1350,PROD-F6,2,39.99,2024-03-11,completed,US
ORD-01001,CUST-1046,PROD-G7,1,49.95,2024-03-22,completed,JP
ORD-01002,CUST-1032,PROD-O15,2,19.99,2024-03-17,completed,CA
ORD-01003,CUST-1370,PROD-F6,2,39.99,2024-01-11,pending,FR
ORD-01004,CUST-1364,PROD-J10,2,12.99,2024-03-24,shipped,US
ORD-01005,CUST-1224,PROD-M13,2,89.99,2024-01-23,completed,CA
ORD-01006,CUST-1265,PROD-N14,6,14.99,2024-03-25,completed,CA
ORD-01007,CUST-1357,PROD-A1,2,29.99,2024-03-17,completed,NL
ORD-01008,CUST-1122,PROD-C3,1,9.99,2024-03-27,cancelled,US
ORD-01009,CUST-1399,PROD-C3,10,9.99,2024-01-12,pending,DE
ORD-01010,CUST-1102,PROD-K11,2,54.99,2024-02-20,shipped,US
ORD-01011,CUST-1281,PROD-L12,5,149.0,2024-01-09,completed,BR
ORD-01012,CUST-1178,PROD-N14,5,14.99,2024-03-12,completed,UK
ORD-01013,CUST-1232,PROD-D4,8,74.5,2024-03-18,pending,NL
ORD-01014,CUST-1259,PROD-A1,1,29.99,2024-02-03,completed,AU
ORD-01015,CUST-1484,PROD-B2,1,149.99,2024-03-05,completed,MX
ORD-01016,CUST-1416,PROD-I9,4,34.99,2024-02-02,shipped,UK
ORD-01017,CUST-1288,PROD-L12,8,149.0,2024-02-26,pending,MX
ORD-01018,CUST-1234,PROD-D4,8,74.5,2024-02-13,cancelled,JP
ORD-01019,CUST-1246,PROD-O15,4,19.99,2024-03-16,completed,UK
ORD-01020,CUST-1112,PROD-B2,2,149.99,2024-02-18,cancelled,BR
ORD-01021,CUST-1180,PROD-D4,2,74.5,2024-02-10,shipped,AU
ORD-01022,CUST-1127,PROD-A1,4,29.99,2024-03-30,completed,US
ORD-01023,CUST-1175,PROD-G7,3,49.95,2024-03-27,completed,AU
ORD-01024,CUST-1181,PROD-O15,2,19.99,2024-01-23,completed,NL
ORD-01025,CUST-1349,PROD-E5,6,199.99,2024-01-24,completed,JP
ORD-01026,CUST-1123,PROD-L12,1,149.0,2024-01-26,completed,CA
ORD-01027,CUST-1428,PROD-D4,4,74.5,2024-01-26,shipped,DE
ORD-01028,CUST-1040,PROD-C3,1,9.99,2024-01-14,cancelled,SE
ORD-01029,CUST-1438,PROD-H8,1,59.99,2024-03-19,shipped,US
ORD-01030,CUST-1161,PROD-N14,1,14.99,2024-03-02,pending,NL
ORD-01031,CUST-1391,PROD-N14,2,14.99,2024-02-05,shipped,UK
ORD-01032,CUST-1065,PROD-G7,3,49.95,2024-01-29,completed,AU
ORD-01033,CUST-1276,PROD-M13,2,89.99,2024-02-24,completed,AU
ORD-01034,CUST-1397,PROD-F6,4,39.99,2024-02-20,completed,JP
ORD-01035,CUST-1161,PROD-B2,2,149.99,2024-03-30,completed,US
ORD-01036,CUST-1051,PROD-K11,1,54.99,2024-01-27,completed,DE
ORD-01037,CUST-1134,PROD-J10,1,12.99,2024-02-03,completed,UK
ORD-01038,CUST-1094,PROD-H8,1,59.99,2024-03-19,pending,FR
ORD-01039,CUST-1190,PROD-D4,3,74.5,2024-02-23,completed,FR
ORD-01040,CUST-1067,PROD-E5,1,199.99,2024-02-27,shipped,SE
ORD-01041,CUST-1411,PROD-D4,3,74.5,2024-01-13,completed,AU
ORD-01042,CUST-1409,PROD-G7,1,49.95,2024-02-18,completed,JP
ORD-01043,CUST-1255,PROD-M13,1,89.99,2024-01-02,completed,SE
ORD-01044,CUST-1402,PROD-I9,3,34.99,2024-03-09,pending,UK
ORD-01045,CUST-1024,PROD-E5,4,199.99,2024-03-12,pending,US
ORD-01046,CUST-1416,PROD-L12,1,149.0,2024-01-21,completed,JP
ORD-01047,CUST-1381,PROD-N14,1,14.99,2024-03-21,completed,UK
ORD-01048,CUST-1477,PROD-F6,2,39.99,2024-02-16,completed,DE
ORD-01049,CUST-1444,PROD-A1,1,29.99,2024-02-22,cancelled,NL
ORD-01050,CUST-1332,PROD-D4,2,74.5,2024-03-14,shipped,US
ORD-01051,CUST-1344,PROD-M13,1,89.99,2024-02-06,shipped,JP
ORD-01052,CUST-1195,PROD-M13,5,89.99,2024-02-27,shipped,UK
ORD-01053,CUST-1444,PROD-H8,6,59.99,2024-03-21,completed,SE
ORD-01054,CUST-1313,PROD-M13,2,89.99,2024-02-13,shipped,FR
ORD-01055,CUST-1175,PROD-N14,1,14.99,2024-01-10,completed,DE
ORD-01056,CUST-1136,PROD-F6,1,39.99,2024-03-24,shipped,SE
ORD-01057,CUST-1399,PROD-G7,5,49.95,2024-02-04,completed,BR
ORD-01058,CUST-1211,PROD-J10,8,12.99,2024-03-07,completed,US
ORD-01059,CUST-1120,PROD-N14,1,14.99,2024-01-03,cancelled,UK
ORD-01060,CUST-1107,PROD-L12,3,149.0,2024-03-30,completed,FR
ORD-01061,CUST-1449,PROD-B2,1,149.99,2024-01-13,pending,AU
ORD-01062,CUST-1268,PROD-A1,3,29.99,2024-01-04,completed,US
ORD-01063,CUST-1335,PROD-E5,1,199.99,2024-03-20,pending,UK
ORD-01064,CUST-1226,PROD-D4,3,74.5,2024-02-01,cancelled,US
ORD-01065,CUST-1014,PROD-C3,4,9.99,2024-03-08,completed,SE
ORD-01066,CUST-1239,PROD-F6,4,39.99,2024-02-11,shipped,UK
ORD-01067,CUST-1485,PROD-I9,1,34.99,2024-02-26,shipped,US
ORD-01068,CUST-1383,PROD-J10,2,12.99,2024-03-17,cancelled,NL
ORD-01069,CUST-1273,PROD-G7,2,49.95,2024-03-08,completed,DE
ORD-01070,CUST-1045,PROD-H8,1,59.99,2024-03-10,pending,UK
ORD-01071,CUST-1155,PROD-F6,1,39.99,2024-02-22,completed,US
ORD-01072,CUST-1240,PROD-I9,1,34.99,2024-01-18,shipped,US
ORD-01073,CUST-1244,PROD-L12,6,149.0,2024-03-03,completed,US
ORD-01074,CUST-1305,PROD-M13,3,89.99,2024-02-25,completed,MX
ORD-01075,CUST-1210,PROD-A1,1,29.99,2024-03-11,shipped,FR
ORD-01076,CUST-1377,PROD-G7,1,49.95,2024-02-01,cancelled,FR
ORD-01077,CUST-1040,PROD-N14,1,14.99,2024-02-18,pending,SE
ORD-01078,CUST-1465,PROD-D4,3,74.5,2024-03-07,shipped,MX
ORD-01079,CUST-1332,PROD-L12,1,149.0,2024-03-28,shipped,MX
ORD-01080,CUST-1035,PROD-E5,1,199.99,2024-02-22,completed,US
ORD-01081,CUST-1316,PROD-E5,2,199.99,2024-01-15,pending,UK
ORD-01082,CUST-1164,PROD-L12,2,149.0,2024-03-20,completed,US
ORD-01083,CUST-1497,PROD-A1,1,29.99,2024-03-09,completed,UK
ORD-01084,CUST-1372,PROD-E5,3,199.99,2024-01-17,completed,CA
ORD-01085,CUST-1111,PROD-B2,1,149.99,2024-01-20,completed,FR
ORD-01086,CUST-1237,PROD-E5,10,199.99,2024-03-04,completed,DE
ORD-01087,CUST-1397,PROD-B2,1,149.99,2024-01-19,pending,US
ORD-01088,CUST-1458,PROD-I9,1,34.99,2024-03-01,completed,FR
ORD-01089,CUST-1393,PROD-N14,1,14.99,2024-01-02,completed,FR
ORD-01090,CUST-1017,PROD-M13,1,89.99,2024-02-26,completed,JP
ORD-01091,CUST-1106,PROD-L12,2,149.0,2024-01-13,pending,FR
ORD-01092,CUST-1081,PROD-K11,6,54.99,2024-02-09,cancelled,BR
ORD-01093,CUST-1129,PROD-A1,2,29.99,2024-03-11,pending,SE
ORD-01094,CUST-1026,PROD-E5,1,199.99,2024-01-26,cancelled,CA
ORD-01095,CUST-1166,PROD-B2,2,149.99,2024-01-31,completed,US
ORD-01096,CUST-1202,PROD-M13,2,89.99,2024-02-05,completed,US
ORD-01097,CUST-1243,PROD-A1,3,29.99,2024-03-15,shipped,US
ORD-01098,CUST-1255,PROD-F6,1,39.99,2024-01-12,completed,SE
ORD-01099,CUST-1388,PROD-J10,6,12.99,2024-02-13,cancelled,US
ORD-01100,CUST-1359,PROD-A1,2,29.99,2024-02-15,shipped,MX
ORD-01101,CUST-1162,PROD-B2,2,149.99,2024-01-17,shipped,MX
ORD-01102,CUST-1224,PROD-K11,4,54.99,2024-02-14,completed,US
ORD-01103,CUST-1068,PROD-L12,1,149.0,2024-02-18,completed,US
ORD-01104,CUST-1277,PROD-H8,2,59.99,2024-02-26,pending,CA
ORD-01105,CUST-1165,PROD-J10,2,12.99,2024-01-24,pending,UK
ORD-01106,CUST-1283,PROD-N14,5,14.99,2024-03-17,completed,US
ORD-01107,CUST-1419,PROD-I9,2,34.99,2024-01-20,completed,AU
ORD-01108,CUST-1326,PROD-F6,1,39.99,2024-02-28,shipped,FR
ORD-01109,CUST-1317,PROD-L12,5,149.0,2024-01-24,completed,MX
ORD-01110,CUST-1032,PROD-J10,1,12.99,2024-01-31,cancelled,AU
ORD-01111,CUST-1349,PROD-N14,1,14.99,2024-02-19,pending,MX
ORD-01112,CUST-1165,PROD-I9,2,34.99,2024-01-20,pending,SE
ORD-01113,CUST-1337,PROD-F6,1,39.99,2024-01-15,completed,US
ORD-01114,CUST-1016,PROD-N14,1,14.99,2024-01-17,completed,US
ORD-01115,CUST-1292,PROD-H8,1,59.99,2024-01-25,cancelled,FR
ORD-01116,CUST-1359,PROD-K11,2,54.99,2024-03-03,shipped,UK
ORD-01117,CUST-1367,PROD-A1,1,29.99,2024-02-16,completed,US
ORD-01118,CUST-1475,PROD-O15,3,19.99,2024-01-27,completed,JP
ORD-01119,CUST-1285,PROD-M13,1,89.99,2024-03-22,pending,DE
ORD-01120,CUST-1136,PROD-M13,4,89.99,2024-01-08,shipped,US
ORD-01121,CUST-1039,PROD-L12,4,149.0,2024-01-10,completed,AU
ORD-01122,CUST-1272,PROD-B2,3,149.99,2024-01-13,pending,CA
ORD-01123,CUST-1291,PROD-D4,3,74.5,2024-03-08,cancelled,US
ORD-01124,CUST-1054,PROD-I9,2,34.99,2024-03-12,cancelled,NL
ORD-01125,CUST-1340,PROD-F6,2,39.99,2024-03-27,pending,US
ORD-01126,CUST-1258,PROD-C3,2,9.99,2024-01-24,completed,SE
ORD-01127,CUST-1226,PROD-C3,10,9.99,2024-03-09,completed,DE
ORD-01128,CUST-1211,PROD-I9,4,34.99,2024-02-11,cancelled,FR
ORD-01129,CUST-1288,PROD-N14,2,14.99,2024-02-11,shipped,CA
ORD-01130,CUST-1130,PROD-G7,5,49.95,2024-03-11,completed,JP
ORD-01131,CUST-1017,PROD-H8,1,59.99,2024-02-20,completed,NL
ORD-01132,CUST-1455,PROD-A1,1,29.99,2024-03-07,completed,US
ORD-01133,CUST-1161,PROD-E5,1,199.99,2024-01-29,completed,MX
ORD-01134,CUST-1470,PROD-N14,4,14.99,2024-03-29,shipped,AU
ORD-01135,CUST-1079,PROD-I9,5,34.99,2024-03-14,completed,US
ORD-01136,CUST-1135,PROD-H8,1,59.99,2024-02-15,completed,NL
ORD-01137,CUST-1153,PROD-D4,1,74.5,2024-01-30,completed,NL
ORD-01138,CUST-1375,PROD-G7,5,49.95,2024-03-13,completed,BR
ORD-01139,CUST-1422,PROD-F6,1,39.99,2024-03-02,shipped,US
ORD-01140,CUST-1374,PROD-J10,1,12.99,2024-03-23,shipped,FR
ORD-01141,CUST-1171,PROD-B2,5,149.99,2024-01-08,completed,FR
ORD-01142,CUST-1116,PROD-G7,4,49.95,2024-01-16,cancelled,NL
ORD-01143,CUST-1323,PROD-O15,2,19.99,2024-01-02,pending,US
ORD-01144,CUST-1276,PROD-E5,1,199.99,2024-03-08,shipped,US
ORD-01145,CUST-1078,PROD-F6,3,39.99,2024-03-05,completed,SE
ORD-01146,CUST-1385,PROD-L12,8,149.0,2024-02-20,shipped,NL
ORD-01147,CUST-1148,PROD-I9,1,34.99,2024-01-12,pending,US
ORD-01148,CUST-1292,PROD-C3,1,9.99,2024-02-13,completed,AU
ORD-01149,CUST-1256,PROD-G7,1,49.95,2024-02-03,pending,MX
ORD-01150,CUST-1246,PROD-L12,3,149.0,2024-01-17,shipped,CA
ORD-01151,CUST-1100,PROD-H8,3,59.99,2024-02-20,shipped,NL
ORD-01152,CUST-1036,PROD-L12,1,149.0,2024-03-08,completed,MX
ORD-01153,CUST-1294,PROD-G7,3,49.95,2024-02-11,completed,US
ORD-01154,CUST-1178,PROD-K11,2,54.99,2024-02-22,completed,DE
ORD-01155,CUST-1394,PROD-F6,3,39.99,2024-03-17,completed,US
ORD-01156,CUST-1411,PROD-F6,4,39.99,2024-03-19,pending,NL
ORD-01157,CUST-1418,PROD-C3,1,9.99,2024-02-26,completed,CA
ORD-01158,CUST-1372,PROD-K11,1,54.99,2024-02-17,completed,US
ORD-01159,CUST-1317,PROD-L12,1,149.0,2024-01-07,completed,UK
ORD-01160,CUST-1056,PROD-A1,3,29.99,2024-02-13,completed,JP
ORD-01161,CUST-1378,PROD-H8,1,59.99,2024-01-03,shipped,CA
ORD-01162,CUST-1132,PROD-D4,2,74.5,2024-03-10,shipped,JP
ORD-01163,CUST-1342,PROD-J10,3,12.99,2024-01-19,completed,FR
ORD-01164,CUST-1130,PROD-J10,2,12.99,2024-03-25,completed,US
ORD-01165,CUST-1316,PROD-E5,3,199.99,2024-01-26,completed,US
ORD-01166,CUST-1034,PROD-H8,6,59.99,2024-03-24,pending,SE
ORD-01167,CUST-1337,PROD-E5,4,199.99,2024-03-25,completed,US
ORD-01168,CUST-1332,PROD-A1,4,29.99,2024-02-07,pending,CA
ORD-01169,CUST-1050,PROD-G7,8,49.95,2024-03-06,completed,JP
ORD-01170,CUST-1095,PROD-N14,2,14.99,2024-03-17,completed,AU
ORD-01171,CUST-1011,PROD-H8,5,59.99,2024-03-12,completed,CA
ORD-01172,CUST-1250,PROD-O15,1,19.99,2024-03-08,pending,BR
ORD-01173,CUST-1180,PROD-C3,1,9.99,2024-01-03,completed,SE
ORD-01174,CUST-1256,PROD-E5,10,199.99,2024-01-31,completed,MX
